play_key,player_id,t_dist_react,max_sprint,t_route_dist,t_int_dist,int_pct
y1_d001_CGA_QEA_71,CGA-1929,4.412556758797685,14.22417325627221,28.895170384804388,0.0,0.0
y1_d011_DYE_RZQ_124,RZQ-9999,9.978741083459866,26.261798935913724,67.76308787137602,38.04839372311202,0.5614914390461853
y1_d011_GEA_YJD_189,GEA-1555,3.5897733859031713,21.07603933342406,76.39869203936621,12.903045174948392,0.16889091724632926
y1_d025_JIL_RZQ_58,JIL-1581,5.433469944046374,20.24854144667926,34.80682319157423,0.0,0.0
y1_d032_REC_QEA_55,QEA-7777,2.9507534262325588,14.551181878588638,46.08316499979027,0.0,0.0
y1_d034_AVV_YJD_25,AVV-1862,5.905640274383757,23.086676737123472,71.43871781641265,35.55557569879789,0.497707360736382
y1_d035_AVV_YJD_30,AVV-1862,1.784026510787777,6.227431106024857,22.78030121060108,0.0,0.0
y1_d040_TKJ_YJD_277,TKJ-2441,1.7281182541222098,12.744775121166196,38.52981153093409,0.0,0.0
y1_d052_APZ_QEA_329,QEA-0424,2.9870954240735603,16.495751321854932,42.472743406852175,0.0,0.0
y1_d057_OXG_QEA_169,QEA-0252,5.827813886366261,23.35141061557348,60.57578095498242,25.629874576135364,0.42310431945041693
y1_d057_OXG_QEA_317,OXG-0085,4.476481519571018,25.77082915329054,92.12486019774282,23.226653666099423,0.25212145360377447
y1_d058_KJH_RZQ_244,RZQ-0274,3.049664202911329,21.932219919943044,44.845531170877756,12.354102649007345,0.27548124253303474
y1_d060.5_JNJ_QEA_107,QEA-8888,2.7043038965623687,15.69811121213479,52.193329677377676,2.8865554245335274,0.05530506373853088
y1_d063_HCI_RZQ_49,HCI-2523,9.057381352457664,13.525721509326079,21.719941116885916,0.0,0.0
y1_d064_IAQ_YJD_69,IAQ-1483,1.9586231089839063,14.499857741493887,50.900756708979436,0.0,0.0
y1_d067_OWH_QEA_226,OWH-1191,3.2955677867247064,16.301201197373793,51.48318004430777,3.114215029296378,0.06048995082697306
y1_d073_PHS_RZQ_37,RZQ-0014,6.058741274478204,16.560087881320957,56.67330006072844,1.6643888067395871,0.029368129347613542
y1_d074_UWE_YJD_49,UWE-2003,4.388268090598838,28.18172897408233,71.75971998406837,32.20543444254352,0.4487954307750025
y1_d091_DYE_RZQ_46,DYE-0095,4.386483582729697,21.80896060217044,80.87500024734322,42.75340494811758,0.5286356082517853
y1_d095_KQQ_YJD_90,KQQ-1402,7.639077093599131,24.05679894516414,99.82895161800792,0.0,0.0
y1_d095_WNA_RZQ_164,RZQ-0244,2.235446124539515,21.545203728512966,79.08325078875201,15.135416816364271,0.19138587078057973
y1_d096_XAX_QEA_224,XAX-2387,4.3543132044455835,17.888323761364823,35.391074619662206,0.0,0.0
y1_d098_MRJ_YJD_196,YJD-0172,3.632064789643911,21.297498823747198,67.28141448696657,12.053064917739595,0.17914404757460112
y1_d099_MRJ_YJD_39,YJD-0193,7.59846738662735,21.08938980721851,36.885136387077225,4.52079605736988,0.12256416812257605
y1_d100_MRJ_YJD_247,MRJ-1450,1.1342870747495664,21.65288573787894,99.50477169746172,8.476424387812589,0.08518610960270978
y2_d002_GHD_YJD_151,YJD-0397,5.9177828995678246,16.740260228291774,78.29829869015776,3.053981139569113,0.03900443803580376
y2_d004_GHD_YJD_215,GHD-1063,2.5039390352180746,13.048024020691603,30.274674916663848,0.0,0.0
y2_d008_JMJ_YJD_255,YJD-0278,2.7132907629189296,20.371772372721995,77.49401096040971,3.261961194063363,0.04209307472457246
y2_d011_BVD_RZQ_198,BVD-1474,2.811436603423134,15.171258191124455,59.84685915102117,1.3096560044530707,0.021883454253600942
y2_d014_TEQ_YJD_99,YJD-0397,3.0318976472083534,12.732816349728754,54.28019218346598,1.6661793660947894,0.030695900273586655
y2_d024_ALA_YJD_93,ALA-1838,8.12178443844111,15.230845108222349,31.67048227375966,0.0,0.0
y2_d030_IKJ_RZQ_155,IKJ-2524,3.891053992584393,23.718643755626875,72.18356674927166,7.425014352017227,0.10286294632416658
y2_d031_IKJ_RZQ_141,RZQ-0231,5.611051481887265,16.45719944894863,54.61672655259455,0.0,0.0
y2_d033_KNB_YJD_197,YJD-0327,5.606991183301532,22.26481614278055,67.36200278921024,19.913425864500642,0.2956180790350594
y2_d039_XLB_RZQ_106,XLB-2307,6.012408134779495,9.875081219374241,21.09368949260029,0.0,0.0
y2_d057.5_IAK_RZQ_153,IAK-1196,3.0600813658249604,23.97406065689222,71.90062703855192,20.097469697611277,0.2795173077814099
y2_d057.5_IAK_RZQ_38,IAK-1196,10.422916945874755,24.549826135652182,63.055658454948336,25.738415080578065,0.4081856523466091
y2_d064_ESW_YJD_143,YJD-0019,9.97923726249347,25.64573928321313,85.18064207202009,60.228344387254126,0.7070661000222463
y2_d067_ESW_YJD_137,YJD-0340,7.131051466397526,26.157665107600405,64.54195372438228,55.4645173782519,0.8593560339853616
y2_d071_DYE_YJD_285,DYE-0331,8.035822586117456,26.056734482283247,68.37059875274281,52.17968377995558,0.7631889252375795
y2_d071_XFE_RZQ_19,XFE-2310,4.723089301006601,16.76251013564177,37.82989050578133,4.546804822820349,0.12019080050272644
y2_d071_XFE_RZQ_220,RZQ-0231,4.470812189232094,16.07716895049314,57.44459212048777,0.0,0.0
y2_d081_YJD_RZQ_154,RZQ-0275,2.413549401735179,28.567974747086726,89.88080255263705,68.18866809399672,0.7586566447719831
y2_d084_LFS_YJD_378,LFS-1637,5.779751425036343,15.779489437139706,41.43836451294425,0.0,0.0
y2_d094_QZE_RZQ_86,RZQ-0279,5.815551888078651,13.387138240240912,28.118692968184288,0.0,0.0
y2_d059_POW_YJD_192,YJD-0327,3.5840107893751303,16.11447396655027,58.80190970497366,2.997454050617484,0.050975454124816445
y2_d065_HKR_RZQ_209,HKR-1786,8.998313822722142,24.79543574586625,82.69005346712228,4.197711556493059,0.050764407331796886
y2_d067_ESW_YJD_170,ESW-2459,4.2639635520439185,20.226152460194832,49.75384840690208,23.83769332542625,0.479112552871777
y2_d068_RDO_RZQ_27,RDO-1818,5.57712296744294,24.87865784986426,80.39471178054853,2.5404709217169765,0.0315999754890799
y2_d089_DYE_RZQ_194,RZQ-0409,5.101144109882052,17.502055800229964,25.031289617632112,3.8991544760852137,0.15577121816922443
y2_d096_QZE_RZQ_102,QZE-2280,6.424733054905719,19.850344488742948,54.373803263903895,0.0,0.0
y1_d001_CGA_QEA_108,QEA-0252,5.420372068397565,24.008527957089697,55.95740262850031,18.414019637051013,0.3290720936298847
y1_d006_MCJ_RZQ_246,RZQ-8888,7.630259959799463,19.00014940718245,72.53804215790197,0.0,0.0
y1_d008_MCJ_RZQ_12,RZQ-9999,5.561544450310442,24.179759845486664,64.49527145059459,33.56789316119286,0.5204706082508224
y1_d014_IXC_QEA_194,QEA-0235,3.85920756738314,12.400237990197674,27.885330283674328,1.3140033219135954,0.04712166965735702
y1_d019_JFU_YJD_60,JFU-2129,3.56266626871476,19.73206229452359,88.9379422065239,19.1248526196294,0.21503592443390857
y1_d021_JFU_YJD_161,YJD-0338,3.6528561134519593,22.075378837647147,65.35972772678778,0.0,0.0
y1_d023_AKX_YJD_203,AKX-2319,2.767586461469438,11.086805921683107,23.87462303530466,0.0,0.0
y1_d033_REC_QEA_120,QEA-7777,0.9748242624554194,7.952855687260675,17.558829201865983,0.0,0.0
y1_d038_HMN_RZQ_130,RZQ-0014,5.036020929321416,18.478543044202535,45.66395521954209,0.0,0.0
y1_d044_WJU_QEA_150,WJU-2497,4.683993955650825,17.922590102740184,67.23577589644968,3.376546517892631,0.05021949212117185
y1_d049_UPU_YJD_164,YJD-0185,2.810272464985474,15.464454923732841,40.06058679223244,1.6254709010007038,0.040575314321553445
y1_d050_UPU_YJD_164,UPU-1095,1.2614445644598633,10.65521949048162,28.313059942996574,0.0,0.0
y1_d053_APZ_QEA_210,APZ-1543,3.061117366827224,14.623232905192591,44.53769295564849,1.5073876376035669,0.03384521149545517
y1_d055_APZ_QEA_36,APZ-2380,4.535334144682944,16.795122381336423,70.9652401149301,0.0,0.0
y1_d056_OXG_QEA_64,QEA-0249,8.091138643566193,19.728455775133817,71.99461073437425,1.8729002162421375,0.0260144502086725
y1_d062_HCI_RZQ_287,HCI-1255,1.7036531045625738,12.346592533135697,56.115595934057,0.0,0.0
y1_d065_UEX_RZQ_18,UEX-2073,4.728234473178712,21.3862032926748,76.93664613637138,15.146046383601256,0.1968638762437689
y1_d069_ACN_QEA_21,QEA-7777,2.832051221971997,21.77292425797926,53.60064413063759,1.8158863951249573,0.033878070395930465
y1_d071_ACN_QEA_309,ACN-1147,0.5582908179353252,8.48859808921235,16.863802008620574,0.0,0.0
y1_d073_PHS_RZQ_107,RZQ-0014,6.70165399554554,21.854810459014747,63.90872477421997,2.2170212258266044,0.034690431293364264
y1_d076_GAX_YJD_179,YJD-0106,6.00955659715109,15.245621868335107,25.818650939944945,1.5609062271642011,0.06045653705125499
y1_d077_GAX_YJD_119,YJD-0185,8.053204819402408,16.496015265054282,31.809496185315254,0.0,0.0
y1_d083_YJD_RZQ_175,RZQ-0274,3.412464446979519,27.02202163864509,79.71242578727552,57.333496323995945,0.719254191021597
y1_d088_CRQ_QEA_156,QEA-0424,4.74104912943688,15.3842870567522,27.23330234654565,0.0,0.0
y2_d001_BEJ_RZQ_7,RZQ-0274,5.359911795759529,27.505089922279012,96.6125036436457,63.84583749570279,0.660844456854131
y2_d011_BVD_RZQ_31,BVD-1474,6.072611440944659,12.936450061940477,39.4989960417774,2.408260223344029,0.06097016290735222
y2_d018_GIS_RZQ_91,GIS-1035,6.40096165969573,25.547579317468227,62.67340641736171,39.19814466959507,0.625435043510519
y2_d028_VMN_YJD_226,YJD-0397,6.193513261997165,20.06711400167514,35.98399570439264,0.0,0.0
y2_d030_IKJ_RZQ_182,IKJ-2524,2.4964032537437957,19.95433839812322,31.18344705442213,2.0149806351426833,0.06461699476732284
y2_d036_UKI_RZQ_187,UKI-1388,5.449150819685756,21.798837713083806,61.81112277059484,15.00658834933168,0.24278135838151615
y2_d036_UKI_RZQ_86,UKI-1222,6.8579754231895995,21.408478920569635,72.35616681691867,0.0,0.0
y2_d041_XLB_RZQ_15,RZQ-0346,4.540258574555829,12.8088231495314,47.418136259167795,0.0,0.0
y2_d045_IHI_YJD_62,IHI-2576,2.322638086705362,16.501499205195906,62.311841022599125,1.6472344368668494,0.02643533572165576
y2_d046_IHI_YJD_153,IHI-2444,2.4522464471161625,13.128744717689452,43.67932509450162,1.1991891635601102,0.027454388568633466
y2_d048_DYE_RZQ_88,DYE-0089,10.958809204109432,13.977965177306842,72.35643541741702,1.9492972502930315,0.02694020565064781
y2_d051_DYE_RZQ_127,DYE-0331,5.990410341985814,22.73244925414967,82.25263366971323,34.83367919989436,0.4234962170301994
y2_d053_PTB_YJD_270,YJD-0185,6.852924060918959,24.990228481293492,54.44674065386636,32.73282068807054,0.6011897185207564
y2_d064_ESW_YJD_272,ESW-1541,2.4891385100862133,25.697855223379197,117.19099800229432,10.969137827664053,0.09360051552295257
y2_d064_HKR_RZQ_254,HKR-1786,6.931077889327042,27.771119913765858,94.69767703141486,43.224037324455196,0.45644242477158253
y2_d074.5_VZE_YJD_76,YJD-0185,7.181306055935518,25.221321047573202,86.29231336445055,64.18306483775174,0.74378658231908
y2_d081_YJD_RZQ_171,YJD-0397,10.157158662919803,17.34441123190455,31.75648176734593,4.395926195922763,0.1384261086643086
y2_d097_YJD_RZQ_196,RZQ-0328,3.2589798700722103,17.83277894032024,59.80509559232818,1.6918628933811308,0.02828961105444941
y1_d001_CGA_QEA_133,CGA-1547,7.101581521166538,23.035583148668344,79.35898497174041,15.066664278540271,0.1898545487181506
y1_d016_OXG_QEA_129,OXG-0134,2.050369115901607,13.466433762703343,39.45221334593204,1.2260108482391152,0.031075844528391475
